feature	FTA-10_1	FTA-1_1	FTA-11_1	FTA-12_1	FTA-13_1	FTA-14_1	FTA-15_1	FTA-16_1	FTA-17_1	FTA-18_1	FTA-19_1	FTA-20_1	FTA-2_1	FTA-23_1	FTA-24_1	FTA-3_1	FTA-4_1	FTA-5_1	FTA-6_1	FTA-9_1	FTC-10_1	FTC-1_1	FTC-11_1	FTC-12_1	FTC-13_1	FTC-14_1	FTC-15_1	FTC-16_1	FTC-17_1	FTC-18_1	FTC-19_1	FTC-20_1	FTC-2_1	FTC-21_1	FTC-22_1	FTC-3_1	FTC-4_1	FTC-5_1	FTC-6_1	FTC-7_1	FTC-8_1
promoter::chr3:21774100-21776700(+)_1320_1360_+|genomic|promoter::chr3:21774100-21776700(+)_1320_1360_+|peak_5813|promoter::chr3:21774100-21776700(+)|1320|1360	26	25	49	9	25	29	18	40	8	12	18	5	5	8	10	17	10	12	34	11	7	9	10	10	6	4	21	9	5	9	12	7	66	10	6	29	10	14	2	5	9
promoter::chr3:32840700-32850700(+)_1180_1220_+|genomic|promoter::chr3:32840700-32850700(+)_1180_1220_+|peak_5814|promoter::chr3:32840700-32850700(+)|1180|1220	11	16	11	21	15	8	42	26	2	11	8	9	12	8	6	4	26	20	49	8	7	6	2	5	0	10	3	7	7	8	8	16	69	12	12	35	7	45	15	16	10
promoter::chr3:33116900-33117500(+)_440_480_+|genomic|promoter::chr3:33116900-33117500(+)_440_480_+|peak_5815|promoter::chr3:33116900-33117500(+)|440|480	10	33	22	44	19	10	9	5	6	11	23	13	21	13	19	0	0	0	0	0	20	27	34	11	24	19	15	20	24	19	18	7	57	20	16	72	19	0	25	7	6
promoter::chr3:3822516-3828116(+)_1040_1080_+|genomic|promoter::chr3:3822516-3828116(+)_1040_1080_+|peak_5816|promoter::chr3:3822516-3828116(+)|1040|1080	54	68	31	64	29	15	42	19	2	29	15	24	18	23	26	0	0	0	0	0	38	24	38	7	19	32	8	25	26	24	37	39	113	35	30	64	28	0	15	35	17
promoter::chr3:44019500-44026500(-)_4280_4320_+|genomic|promoter::chr3:44019500-44026500(-)_4280_4320_+|peak_5817|promoter::chr3:44019500-44026500(-)|4280|4320	16	19	27	15	9	18	13	26	2	6	10	4	9	5	3	24	10	13	29	18	2	5	3	3	6	5	23	5	7	7	3	3	40	8	8	26	4	14	6	3	6
promoter::chr3:44046100-44047900(-)_460_500_+|genomic|promoter::chr3:44046100-44047900(-)_460_500_+|peak_5818|promoter::chr3:44046100-44047900(-)|460|500	2	2	4	6	3	3	1	3	3	0	1	1	1	1	1	33	107	40	46	19	3	1	4	1	0	0	1	1	2	1	0	4	18	1	1	19	2	234	3	0	0
promoter::chr3:50219160-50220160(+)_760_800_+|genomic|promoter::chr3:50219160-50220160(+)_760_800_+|peak_5819|promoter::chr3:50219160-50220160(+)|760|800	17	30	39	8	23	20	14	53	1	15	7	5	14	2	3	18	6	1	5	6	3	2	9	14	11	10	27	3	0	1	1	11	48	2	2	26	2	12	3	6	4
promoter::chr3:5146715-5150515(-)_3320_3360_+|genomic|promoter::chr3:5146715-5150515(-)_3320_3360_+|peak_5820|promoter::chr3:5146715-5150515(-)|3320|3360	26	25	20	53	20	19	14	36	6	59	17	12	11	18	15	16	31	23	94	13	29	13	24	7	5	5	1	7	12	9	15	26	87	13	13	35	12	52	29	13	26
promoter::chr3:5210915-5217515(-)_5700_5720_+|genomic|promoter::chr3:5210915-5217515(-)_5700_5720_+|peak_5821|promoter::chr3:5210915-5217515(-)|5700|5720	10	0	6	0	0	0	0	0	8	0	22	18	0	19	27	0	0	8	10	0	0	23	1	0	1	0	0	27	21	16	23	0	1	31	21	14	21	0	0	0	0
promoter::chr3:62897645-62901245(+)_3040_3060_+|genomic|promoter::chr3:62897645-62901245(+)_3040_3060_+|peak_5822|promoter::chr3:62897645-62901245(+)|3040|3060	8	41	1	2	0	0	38	2	2	67	4	0	2	1	0	24	13	2	4	72	6	0	1	2	2	0	0	0	0	0	0	1	27	0	0	9	0	156	5	0	0
promoter::chr3:88105870-88107470(-)_220_260_+|genomic|promoter::chr3:88105870-88107470(-)_220_260_+|peak_5823|promoter::chr3:88105870-88107470(-)|220|260	0	0	3	0	0	0	0	0	0	0	8	27	0	28	34	0	0	1	0	0	0	26	0	0	0	0	0	32	30	29	31	0	1	35	26	0	27	0	0	0	0
promoter::chr4:102122797-102127397(-)_3660_3700_+|genomic|promoter::chr4:102122797-102127397(-)_3660_3700_+|peak_5824|promoter::chr4:102122797-102127397(-)|3660|3700	3	11	8	6	4	6	2	5	1	5	4	6	8	15	15	8	6	19	7	9	7	17	12	7	4	3	1	16	16	19	13	2	23	18	16	18	20	13	4	5	4
promoter::chr4:102976145-102976945(+)_520_560_+|genomic|promoter::chr4:102976145-102976945(+)_520_560_+|peak_5825|promoter::chr4:102976145-102976945(+)|520|560	5	21	13	27	11	13	7	4	7	11	19	13	14	14	17	6	19	25	41	7	17	20	6	9	14	16	11	19	19	17	19	5	44	18	14	36	16	36	21	10	5
promoter::chr4:109507946-109511946(+)_1220_1260_+|genomic|promoter::chr4:109507946-109511946(+)_1220_1260_+|peak_5826|promoter::chr4:109507946-109511946(+)|1220|1260	47	140	79	76	66	65	47	63	28	53	80	48	116	57	64	8	22	21	24	2	89	52	53	43	76	75	19	68	67	56	56	40	193	78	50	253	63	52	38	49	30
promoter::chr4:127412545-127415145(-)_1640_1660_+|genomic|promoter::chr4:127412545-127415145(-)_1640_1660_+|peak_5827|promoter::chr4:127412545-127415145(-)|1640|1660	21	30	21	21	22	18	22	23	17	20	19	12	29	13	12	20	43	31	23	25	13	8	20	12	13	16	12	14	10	9	5	22	47	11	9	52	14	101	18	15	21
promoter::chr4:128925145-128926545(+)_980_1020_+|genomic|promoter::chr4:128925145-128926545(+)_980_1020_+|peak_5828|promoter::chr4:128925145-128926545(+)|980|1020	23	8	37	14	20	0	2	1	27	0	67	41	3	51	84	0	0	0	0	0	1	63	0	146	1	1	1	85	68	67	61	0	20	83	52	91	62	0	3	7	1
promoter::chr4:144425548-144430548(+)_3320_3340_+|genomic|promoter::chr4:144425548-144430548(+)_3320_3340_+|peak_5829|promoter::chr4:144425548-144430548(+)|3320|3340	3	11	9	21	6	4	6	15	5	10	19	13	22	15	15	3	16	25	24	11	14	14	5	6	12	17	4	17	13	14	17	8	31	16	18	22	17	88	10	3	6
promoter::chr4:152312348-152320948(-)_5000_5040_+|genomic|promoter::chr4:152312348-152320948(-)_5000_5040_+|peak_5830|promoter::chr4:152312348-152320948(-)|5000|5040	21	59	12	36	10	21	29	43	16	43	14	14	18	14	18	0	1	0	0	0	38	18	12	15	12	22	13	13	12	13	12	13	44	16	12	45	20	0	5	10	8
promoter::chr4:15479780-15482380(+)_80_120_+|genomic|promoter::chr4:15479780-15482380(+)_80_120_+|peak_5831|promoter::chr4:15479780-15482380(+)|80|120	53	67	39	80	43	33	45	78	15	70	43	34	31	43	46	23	43	66	165	46	57	40	31	16	19	53	32	39	33	43	36	40	90	53	31	59	40	97	50	26	29
promoter::chr4:165158548-165161948(+)_2100_2140_+|genomic|promoter::chr4:165158548-165161948(+)_2100_2140_+|peak_5832|promoter::chr4:165158548-165161948(+)|2100|2140	14	22	21	45	18	9	27	27	9	12	10	4	5	8	7	7	25	18	54	14	13	11	32	13	7	14	10	7	4	8	4	7	86	8	8	37	7	18	10	7	26
promoter::chr4:180928859-180929859(+)_100_140_+|genomic|promoter::chr4:180928859-180929859(+)_100_140_+|peak_5833|promoter::chr4:180928859-180929859(+)|100|140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	18	40	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
promoter::chr4:183667859-183672259(+)_100_140_+|genomic|promoter::chr4:183667859-183672259(+)_100_140_+|peak_5834|promoter::chr4:183667859-183672259(+)|100|140	54	52	33	33	18	33	40	65	11	29	13	21	44	29	27	4	2	4	3	0	35	24	19	14	13	11	3	28	22	22	23	33	82	26	31	26	32	0	14	24	35
promoter::chr4:184978258-184979858(-)_120_160_+|genomic|promoter::chr4:184978258-184979858(-)_120_160_+|peak_5835|promoter::chr4:184978258-184979858(-)|120|160	90	55	105	18	26	25	35	75	12	32	11	9	11	13	13	4	1	4	3	6	19	12	9	46	35	23	106	7	12	7	13	24	78	17	15	12	10	7	1	2	42
promoter::chr4:188501258-188501858(-)_120_160_+|genomic|promoter::chr4:188501258-188501858(-)_120_160_+|peak_5836|promoter::chr4:188501258-188501858(-)|120|160	18	35	31	7	16	18	16	44	2	18	3	7	15	8	11	0	0	0	0	0	9	11	10	7	9	4	15	13	9	9	10	13	28	11	7	17	12	0	1	0	13
promoter::chr4:2267277-2273277(+)_1620_1640_+|genomic|promoter::chr4:2267277-2273277(+)_1620_1640_+|peak_5837|promoter::chr4:2267277-2273277(+)|1620|1640	44	51	45	67	25	57	111	66	16	41	44	27	42	28	43	41	99	96	319	91	67	31	19	13	23	35	18	35	32	26	30	56	201	35	28	69	36	190	26	21	24
promoter::chr4:5835871-5842871(-)_1260_1300_+|genomic|promoter::chr4:5835871-5842871(-)_1260_1300_+|peak_5838|promoter::chr4:5835871-5842871(-)|1260|1300	5	19	16	5	10	14	9	10	1	5	1	3	5	4	5	5	0	1	9	2	2	4	2	5	7	3	18	5	4	2	5	6	20	10	5	3	4	5	1	0	0
promoter::chr4:73001355-73004955(+)_2640_2680_+|genomic|promoter::chr4:73001355-73004955(+)_2640_2680_+|peak_5839|promoter::chr4:73001355-73004955(+)|2640|2680	25	24	34	9	7	19	12	27	2	13	6	9	5	5	11	14	14	11	17	27	4	8	5	15	6	1	14	8	4	7	13	11	57	11	10	21	9	11	2	4	6
promoter::chr4:75503142-75508542(+)_1660_1700_+|genomic|promoter::chr4:75503142-75508542(+)_1660_1700_+|peak_5840|promoter::chr4:75503142-75508542(+)|1660|1700	7	11	3	16	12	7	28	25	2	9	10	7	3	11	8	5	16	11	29	15	15	8	10	3	5	2	1	9	8	7	13	13	88	12	9	41	6	24	7	15	9
promoter::chr4:79792598-79792998(+)_0_40_+|genomic|promoter::chr4:79792598-79792998(+)_0_40_+|peak_5841|promoter::chr4:79792598-79792998(+)|0|40	1	7	4	4	6	2	3	0	1	5	8	2	12	7	16	5	25	42	73	21	17	6	7	4	8	10	4	7	9	5	7	2	13	10	7	9	11	42	0	2	10
promoter::chr4:83234999-83239199(+)_2860_2900_+|genomic|promoter::chr4:83234999-83239199(+)_2860_2900_+|peak_5842|promoter::chr4:83234999-83239199(+)|2860|2900	10	20	22	22	9	7	7	25	2	5	7	4	11	8	10	27	25	25	43	26	9	8	4	4	3	2	14	7	11	8	8	8	50	9	11	27	8	35	0	5	4
promoter::chr4:98620403-98620803(-)_140_180_+|genomic|promoter::chr4:98620403-98620803(-)_140_180_+|peak_5843|promoter::chr4:98620403-98620803(-)|140|180	5	1	2	0	0	0	0	0	2	0	12	8	0	11	20	0	2	31	37	0	1	10	0	8	0	0	0	19	9	16	14	1	3	19	14	11	21	0	0	0	0
promoter::chr5:108351301-108355701(-)_660_700_+|genomic|promoter::chr5:108351301-108355701(-)_660_700_+|peak_5844|promoter::chr5:108351301-108355701(-)|660|700	5	5	6	2	3	0	0	0	7	0	9	17	1	15	24	0	0	32	27	0	0	21	0	16	2	1	0	18	10	22	10	0	10	26	16	8	17	1	0	1	0
promoter::chr5:114331705-114336905(+)_820_860_+|genomic|promoter::chr5:114331705-114336905(+)_820_860_+|peak_5845|promoter::chr5:114331705-114336905(+)|820|860	11	39	24	22	6	13	8	12	6	10	12	16	27	20	20	3	19	23	28	6	17	15	10	14	12	6	3	23	17	15	23	9	45	22	15	25	20	52	4	4	4
promoter::chr5:115572905-115575305(-)_320_360_+|genomic|promoter::chr5:115572905-115575305(-)_320_360_+|peak_5846|promoter::chr5:115572905-115575305(-)|320|360	5	0	4	1	0	0	0	0	5	0	9	14	0	18	23	0	0	0	1	0	0	18	0	0	0	0	0	23	17	22	19	0	0	21	17	5	18	0	0	0	0
promoter::chr5:115593505-115599105(-)_2800_2840_+|genomic|promoter::chr5:115593505-115599105(-)_2800_2840_+|peak_5847|promoter::chr5:115593505-115599105(-)|2800|2840	1	4	3	11	4	7	1	3	1	1	2	7	4	14	11	6	53	19	19	15	9	13	5	2	8	0	2	13	8	10	10	0	6	11	7	15	8	46	1	4	2
promoter::chr5:117505307-117505707(-)_360_400_+|genomic|promoter::chr5:117505307-117505707(-)_360_400_+|peak_5848|promoter::chr5:117505307-117505707(-)|360|400	8	13	8	15	2	6	10	21	4	13	8	6	10	7	8	12	31	43	85	19	11	11	10	3	1	3	1	7	8	8	6	22	43	10	5	15	8	83	10	10	6
promoter::chr5:131600909-131601509(+)_480_520_+|genomic|promoter::chr5:131600909-131601509(+)_480_520_+|peak_5849|promoter::chr5:131600909-131601509(+)|480|520	8	21	18	20	7	16	13	15	9	15	18	13	16	17	14	0	2	0	0	0	22	19	8	8	16	1	2	17	18	19	18	16	32	14	12	25	15	3	8	6	12
promoter::chr5:135434112-135434912(-)_300_340_+|genomic|promoter::chr5:135434112-135434912(-)_300_340_+|peak_5850|promoter::chr5:135434112-135434912(-)|300|340	15	62	43	41	11	30	14	40	6	40	15	12	25	11	12	6	10	15	12	4	25	12	11	7	8	4	8	17	14	16	11	7	56	18	16	43	20	30	17	20	9
promoter::chr5:138416713-138418513(+)_1280_1320_+|genomic|promoter::chr5:138416713-138418513(+)_1280_1320_+|peak_5851|promoter::chr5:138416713-138418513(+)|1280|1320	12	45	36	11	7	22	15	22	11	39	10	3	3	5	8	4	15	4	8	19	17	6	11	8	7	6	6	4	5	5	3	9	20	8	7	25	7	40	0	3	14
promoter::chr5:138435313-138441113(-)_900_940_+|genomic|promoter::chr5:138435313-138441113(-)_900_940_+|peak_5852|promoter::chr5:138435313-138441113(-)|900|940	14	50	10	35	12	3	5	14	3	4	20	17	51	18	31	11	33	34	35	3	31	24	24	5	27	34	9	31	30	26	23	3	58	34	27	68	34	126	7	11	7
promoter::chr5:140710047-140712847(+)_1220_1340_+|genomic|promoter::chr5:140710047-140712847(+)_1220_1340_+|peak_5853|promoter::chr5:140710047-140712847(+)|1220|1340	81	56	121	25	86	172	18	108	29	57	20	18	107	11	14	49	66	17	47	38	254	18	61	36	62	110	122	7	50	64	15	45	48	18	9	94	36	110	22	107	56
promoter::chr5:150690252-150693052(+)_1600_1640_+|genomic|promoter::chr5:150690252-150693052(+)_1600_1640_+|peak_5854|promoter::chr5:150690252-150693052(+)|1600|1640	33	235	136	48	20	27	40	67	3	115	15	35	48	30	34	33	32	28	11	19	32	33	33	16	27	6	5	24	29	30	24	20	76	34	28	67	29	109	12	18	30
promoter::chr5:151426053-151427053(+)_540_580_+|genomic|promoter::chr5:151426053-151427053(+)_540_580_+|peak_5855|promoter::chr5:151426053-151427053(+)|540|580	7	5	11	1	5	2	4	10	2	1	0	0	3	2	0	6	3	4	6	11	4	0	0	3	4	2	15	0	0	1	0	0	9	0	0	1	1	2	0	0	1
promoter::chr5:159101836-159102436(-)_340_380_+|genomic|promoter::chr5:159101836-159102436(-)_340_380_+|peak_5856|promoter::chr5:159101836-159102436(-)|340|380	22	15	6	3	20	8	15	54	7	22	5	8	4	9	10	0	2	2	8	0	8	10	5	3	3	8	5	11	10	8	12	1	9	11	5	10	12	4	1	6	3
promoter::chr5:171391186-171392186(+)_60_80_+|genomic|promoter::chr5:171391186-171392186(+)_60_80_+|peak_5857|promoter::chr5:171391186-171392186(+)|60|80	2	31	15	34	19	48	6	13	2	20	22	13	19	13	19	0	0	0	0	0	7	21	18	15	11	26	7	15	18	19	18	15	33	25	12	74	14	0	33	17	18
promoter::chr5:171690386-171692186(-)_1380_1420_+|genomic|promoter::chr5:171690386-171692186(-)_1380_1420_+|peak_5858|promoter::chr5:171690386-171692186(-)|1380|1420	44	86	63	20	32	20	29	77	12	19	14	12	33	19	19	25	7	12	23	7	11	25	4	24	20	7	38	21	18	18	16	17	94	21	16	25	17	46	8	4	5
promoter::chr5:172070986-172075786(-)_2860_2900_+|genomic|promoter::chr5:172070986-172075786(-)_2860_2900_+|peak_5859|promoter::chr5:172070986-172075786(-)|2860|2900	17	13	33	8	9	12	20	20	3	6	6	4	5	6	4	10	3	3	3	2	2	5	4	13	4	8	37	5	5	3	4	6	48	9	6	19	7	1	2	0	7
promoter::chr5:172707787-172711187(+)_160_200_+|genomic|promoter::chr5:172707787-172711187(+)_160_200_+|peak_5860|promoter::chr5:172707787-172711187(+)|160|200	13	67	19	50	26	8	5	21	13	9	32	18	36	16	22	70	218	174	271	67	37	19	18	7	19	13	7	26	19	29	24	3	75	29	27	53	19	565	15	19	5
promoter::chr5:173309585-173314985(-)_3460_3500_+|genomic|promoter::chr5:173309585-173314985(-)_3460_3500_+|peak_5861|promoter::chr5:173309585-173314985(-)|3460|3500	6	22	14	28	14	7	5	6	6	8	21	11	38	15	19	1	31	23	35	4	29	17	26	7	21	8	3	22	14	19	15	10	30	19	13	47	15	24	9	18	6
promoter::chr5:177369387-177373387(-)_2920_2960_+|genomic|promoter::chr5:177369387-177373387(-)_2920_2960_+|peak_5862|promoter::chr5:177369387-177373387(-)|2920|2960	26	29	18	35	13	19	26	33	3	9	18	13	11	17	30	0	7	4	15	0	17	17	17	6	8	22	7	24	18	16	16	7	42	18	17	11	20	11	7	6	10
promoter::chr5:181181788-181183188(+)_1340_1360_+|genomic|promoter::chr5:181181788-181183188(+)_1340_1360_+|peak_5863|promoter::chr5:181181788-181183188(+)|1340|1360	7	89	18	92	23	14	5	10	15	10	33	34	52	45	55	0	0	1	1	0	75	44	63	7	50	68	14	51	50	43	55	11	144	55	52	194	55	1	27	37	11
promoter::chr5:217485-221885(-)_2700_2720_+|genomic|promoter::chr5:217485-221885(-)_2700_2720_+|peak_5864|promoter::chr5:217485-221885(-)|2700|2720	6	12	2	9	4	1	8	2	0	2	7	15	9	21	20	3	18	22	29	3	3	15	1	0	7	1	4	20	11	21	16	1	20	18	15	36	18	26	1	4	1
promoter::chr5:31237579-31238979(+)_600_640_+|genomic|promoter::chr5:31237579-31238979(+)_600_640_+|peak_5865|promoter::chr5:31237579-31238979(+)|600|640	2	7	7	3	4	1	8	4	3	17	3	10	6	9	13	17	18	34	46	18	3	10	4	5	5	6	34	15	12	14	16	2	31	16	10	3	12	148	4	3	4
promoter::chr5:3537286-3550286(-)_11020_11060_+|genomic|promoter::chr5:3537286-3550286(-)_11020_11060_+|peak_5866|promoter::chr5:3537286-3550286(-)|11020|11060	63	1	5	8	0	0	0	1	49	0	86	127	0	138	164	1	9	106	93	0	2	151	3	1	0	0	0	186	146	165	158	2	12	177	141	261	159	0	6	1	0
promoter::chr5:35717784-35718784(+)_20_40_+|genomic|promoter::chr5:35717784-35718784(+)_20_40_+|peak_5867|promoter::chr5:35717784-35718784(+)|20|40	2	0	5	1	0	0	0	0	6	0	18	18	0	17	16	0	0	7	2	0	0	20	0	0	0	0	0	15	14	18	20	0	0	23	15	19	20	0	0	0	0
promoter::chr5:37211984-37214384(+)_1840_1880_+|genomic|promoter::chr5:37211984-37214384(+)_1840_1880_+|peak_5868|promoter::chr5:37211984-37214384(+)|1840|1880	152	187	112	168	166	66	149	217	32	152	81	77	77	78	110	0	0	0	0	0	182	85	99	50	75	94	25	94	87	88	82	205	316	106	77	204	97	0	58	110	101
promoter::chr5:40641984-40649184(-)_120_160_+|genomic|promoter::chr5:40641984-40649184(-)_120_160_+|peak_5869|promoter::chr5:40641984-40649184(-)|120|160	12	24	17	44	12	13	16	10	9	15	28	26	24	34	39	1	8	10	4	0	43	26	46	12	34	16	7	40	34	22	27	9	90	37	33	79	35	4	22	13	9
promoter::chr5:473885-474485(+)_280_320_+|genomic|promoter::chr5:473885-474485(+)_280_320_+|peak_5870|promoter::chr5:473885-474485(+)|280|320	12	41	20	28	9	22	20	11	13	40	5	13	7	16	11	7	14	37	18	6	6	17	12	9	4	1	3	12	11	15	13	7	53	20	13	27	16	43	30	6	4
promoter::chr5:473885-474485(+)_380_420_+|genomic|promoter::chr5:473885-474485(+)_380_420_+|peak_5871|promoter::chr5:473885-474485(+)|380|420	17	35	21	29	8	21	17	13	9	36	12	10	12	12	14	10	14	35	13	6	8	14	11	7	2	1	5	17	13	10	13	3	50	19	12	27	18	43	31	8	2
promoter::chr5:473885-474485(+)_480_520_+|genomic|promoter::chr5:473885-474485(+)_480_520_+|peak_5872|promoter::chr5:473885-474485(+)|480|520	15	41	20	29	7	19	16	19	9	39	8	8	11	14	16	14	23	44	18	8	6	8	11	6	4	2	5	15	11	15	12	6	47	16	13	32	12	49	31	5	6
promoter::chr5:64730061-64735061(-)_1860_1900_+|genomic|promoter::chr5:64730061-64735061(-)_1860_1900_+|peak_5873|promoter::chr5:64730061-64735061(-)|1860|1900	41	3	27	2	1	27	33	55	8	20	2	3	10	7	4	0	0	0	0	0	3	3	0	19	2	1	15	4	6	4	5	8	15	5	5	1	7	0	2	3	12
promoter::chr5:82240069-82244469(-)_2260_2300_+|genomic|promoter::chr5:82240069-82244469(-)_2260_2300_+|peak_5874|promoter::chr5:82240069-82244469(-)|2260|2300	44	24	24	4	7	19	16	53	4	16	10	6	18	11	12	0	0	0	0	0	7	10	3	7	6	3	9	16	11	10	9	14	70	15	10	16	8	0	0	1	10
promoter::chr5:9310088-9310288(-)_160_200_+|genomic|promoter::chr5:9310088-9310288(-)_160_200_+|peak_5875|promoter::chr5:9310088-9310288(-)|160|200	76	84	26	39	33	15	63	29	9	49	20	44	45	41	50	15	47	55	58	21	51	42	20	17	15	11	0	45	48	50	44	54	112	48	47	37	42	215	7	31	7
promoter::chr6:105978539-105984739(-)_1800_1840_+|genomic|promoter::chr6:105978539-105984739(-)_1800_1840_+|peak_5876|promoter::chr6:105978539-105984739(-)|1800|1840	0	0	2	0	0	0	0	0	0	0	8	19	0	21	24	0	0	7	6	0	0	19	1	0	0	0	0	29	26	26	21	0	1	28	30	1	30	0	0	1	0
promoter::chr6:106027739-106029139(+)_440_480_+|genomic|promoter::chr6:106027739-106029139(+)_440_480_+|peak_5877|promoter::chr6:106027739-106029139(+)|440|480	25	12	48	20	14	22	17	42	3	16	12	8	12	11	12	1	2	2	2	1	10	14	6	22	13	7	36	9	12	11	12	19	68	12	7	24	12	2	4	4	10
promoter::chr6:109369611-109376611(-)_1840_1860_+|genomic|promoter::chr6:109369611-109376611(-)_1840_1860_+|peak_5878|promoter::chr6:109369611-109376611(-)|1840|1860	10	34	7	19	5	1	13	16	2	14	6	7	10	5	6	6	18	10	38	18	11	6	2	5	4	15	2	4	5	7	6	13	51	10	7	20	5	58	7	9	8
promoter::chr6:109786211-109786811(+)_560_600_+|genomic|promoter::chr6:109786211-109786811(+)_560_600_+|peak_5879|promoter::chr6:109786211-109786811(+)|560|600	10	29	0	5	0	1	31	0	1	196	28	2	2	2	4	6	3	4	2	16	7	2	0	1	0	0	1	4	2	3	3	0	43	4	3	2	3	81	3	0	1
promoter::chr6:114232650-114237850(+)_80_120_+|genomic|promoter::chr6:114232650-114237850(+)_80_120_+|peak_5880|promoter::chr6:114232650-114237850(+)|80|120	4	2	2	0	4	0	0	0	5	1	6	17	0	16	21	0	0	18	3	0	0	19	0	20	0	0	0	16	15	20	18	0	2	24	14	9	20	0	0	0	0
promoter::chr6:128070669-128071469(+)_440_480_+|genomic|promoter::chr6:128070669-128071469(+)_440_480_+|peak_5881|promoter::chr6:128070669-128071469(+)|440|480	5	9	5	2	6	3	7	2	1	7	4	9	3	10	14	1	12	16	18	1	3	8	1	1	0	1	0	11	9	12	15	4	25	12	14	19	9	28	3	4	1
promoter::chr6:12898196-12898996(-)_660_700_+|genomic|promoter::chr6:12898196-12898996(-)_660_700_+|peak_5882|promoter::chr6:12898196-12898996(-)|660|700	3	3	4	5	8	11	20	10	1	6	1	6	7	5	9	7	22	26	48	11	2	7	1	2	3	2	0	8	4	7	8	20	57	6	8	37	6	54	4	19	0
promoter::chr6:13164603-13168403(-)_2380_2400_+|genomic|promoter::chr6:13164603-13168403(-)_2380_2400_+|peak_5883|promoter::chr6:13164603-13168403(-)|2380|2400	66	127	66	35	39	51	142	94	17	149	34	41	44	48	46	41	40	39	67	130	83	47	27	57	47	35	60	47	41	38	37	32	160	59	45	54	45	139	21	9	34
promoter::chr6:136746276-136752076(+)_1340_1360_+|genomic|promoter::chr6:136746276-136752076(+)_1340_1360_+|peak_5884|promoter::chr6:136746276-136752076(+)|1340|1360	26	6	19	15	8	10	12	61	1	9	12	2	27	0	4	0	0	1	0	1	5	3	9	24	4	3	1	3	2	2	0	10	30	1	3	12	2	1	12	7	18
promoter::chr6:149842278-149843278(-)_700_740_+|genomic|promoter::chr6:149842278-149843278(-)_700_740_+|peak_5885|promoter::chr6:149842278-149843278(-)|700|740	44	8	9	3	36	109	48	16	17	11	2	4	14	2	1	6	10	2	17	13	24	2	380	0	19	30	29	4	2	1	13	2	5	2	6	7	11	10	4	0	31
promoter::chr6:150670278-150670678(-)_180_220_+|genomic|promoter::chr6:150670278-150670678(-)_180_220_+|peak_5886|promoter::chr6:150670278-150670678(-)|180|220	31	85	42	69	26	21	21	45	21	28	46	25	80	34	46	0	0	0	0	0	54	37	49	11	44	14	11	39	31	36	34	25	81	42	28	100	33	0	24	25	22
promoter::chr6:151407479-151413079(+)_1720_1760_+|genomic|promoter::chr6:151407479-151413079(+)_1720_1760_+|peak_5887|promoter::chr6:151407479-151413079(+)|1720|1760	264	171	151	126	126	325	253	411	50	128	56	87	162	82	102	72	114	125	304	93	138	114	106	61	62	56	29	106	94	90	108	140	478	110	86	156	112	431	52	59	84
promoter::chr6:152829679-152834879(-)_4680_4720_+|genomic|promoter::chr6:152829679-152834879(-)_4680_4720_+|peak_5888|promoter::chr6:152829679-152834879(-)|4680|4720	7	24	17	17	5	22	4	13	1	14	12	9	15	5	9	1	10	2	6	2	15	10	6	1	7	3	0	6	5	3	4	11	59	7	5	44	7	14	10	5	8
promoter::chr6:154690082-154694082(-)_680_720_+|genomic|promoter::chr6:154690082-154694082(-)_680_720_+|peak_5889|promoter::chr6:154690082-154694082(-)|680|720	6	2	4	0	0	0	0	0	1	0	5	16	2	21	25	0	4	28	19	0	0	23	0	12	0	0	0	20	20	23	20	0	3	21	21	5	19	1	0	1	0
promoter::chr6:156677682-156680082(-)_1420_1440_+|genomic|promoter::chr6:156677682-156680082(-)_1420_1440_+|peak_5890|promoter::chr6:156677682-156680082(-)|1420|1440	10	35	40	13	3	8	6	17	6	36	2	7	8	10	7	3	8	2	4	7	8	6	3	8	11	7	15	9	4	7	6	14	33	7	6	12	8	16	1	10	15
promoter::chr6:158056592-158058592(+)_140_180_+|genomic|promoter::chr6:158056592-158058592(+)_140_180_+|peak_5891|promoter::chr6:158056592-158058592(+)|140|180	27	76	45	17	39	20	25	46	14	14	8	8	49	7	18	0	0	0	0	0	10	9	8	21	15	16	61	10	9	15	12	22	92	12	12	54	7	0	8	4	13
promoter::chr6:160278788-160279188(+)_380_400_+|genomic|promoter::chr6:160278788-160279188(+)_380_400_+|peak_5892|promoter::chr6:160278788-160279188(+)|380|400	10	16	22	1	8	20	12	13	1	3	4	3	1	4	3	0	0	0	0	0	9	2	3	1	6	1	9	1	3	7	2	8	31	2	0	7	3	0	1	1	4
promoter::chr6:160613988-160614388(+)_0_40_+|genomic|promoter::chr6:160613988-160614388(+)_0_40_+|peak_5893|promoter::chr6:160613988-160614388(+)|0|40	21	24	45	16	16	21	17	36	4	10	6	9	12	7	12	20	11	9	15	21	11	14	8	16	9	4	22	9	9	10	8	8	82	10	8	24	9	12	2	4	11
