feature	csFTC-2_1	csFTC-3_1	csFTC-4_1	csFTC-5_1	csFTC-6_1	csFTC-7_1	csFTC-8_1	csFTC-10_1	csFTC-11_1	csFTC-13_1	csFTC-14_1	csFTC-15_1	csFTC-20_1	csFTC-1_1	csFTC-16_1	csFTC-17_1	csFTC-18_1	csFTC-19_1	csFTC-21_1	csFTC-22_1	csFTA-1_1	csFTA-2_1	csFTA-3_1	csFTA-4_1	csFTA-6_1	csFTA-10_1	csFTA-11_1	csFTA-12_1	csFTA-13_1	csFTA-15_1	csFTA-16_1	csFTA-17_1	csFTA-18_1	csFTA-9_1	csFTA-20_1	csFTA-23_1	csFTA-24_1
promoter::chr2:28810526-28811126(+)_100_140_+|genomic|promoter::chr2:28810526-28811126(+)_100_140_+|peak_5781|promoter::chr2:28810526-28811126(+)|100|140	21	25	8	5	5	15	3	4	44	12	30	43	0	19	1	29	22	10	13	32	5	6	5	3	7	3	0	4	3	5	17	18	16	20	27	18	12
promoter::chr2:3678460-3679460(+)_260_300_+|genomic|promoter::chr2:3678460-3679460(+)_260_300_+|peak_5782|promoter::chr2:3678460-3679460(+)|260|300	23	13	3	5	0	6	6	5	79	40	40	93	3	58	6	41	25	26	26	55	4	3	9	4	6	3	4	0	10	4	34	45	53	21	79	38	35
promoter::chr2:42955652-42958652(+)_2920_2960_+|genomic|promoter::chr2:42955652-42958652(+)_2920_2960_+|peak_5783|promoter::chr2:42955652-42958652(+)|2920|2960	28	11	18	9	0	0	11	10	18	23	19	13	1	28	15	12	15	15	8	18	4	7	6	3	0	12	0	0	17	12	27	21	78	27	42	23	22
promoter::chr2:47060853-47065453(+)_2260_2300_+|genomic|promoter::chr2:47060853-47065453(+)_2260_2300_+|peak_5784|promoter::chr2:47060853-47065453(+)|2260|2300	25	18	10	5	0	2	3	5	27	40	23	51	0	45	10	37	41	38	38	68	1	8	7	7	4	4	2	1	7	6	23	50	44	13	54	41	39
promoter::chr2:54712055-54712655(-)_80_120_+|genomic|promoter::chr2:54712055-54712655(-)_80_120_+|peak_5785|promoter::chr2:54712055-54712655(-)|80|120	2	3	0	0	0	0	15	21	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	23	23	3	1	0	0	0	0	4
promoter::chr2:68464260-68467260(-)_80_120_+|genomic|promoter::chr2:68464260-68467260(-)_80_120_+|peak_5786|promoter::chr2:68464260-68467260(-)|80|120	0	33	22	11	1	0	22	22	45	19	74	41	2	126	14	37	45	33	0	59	13	14	23	19	0	21	0	0	0	27	23	36	159	89	166	40	34
promoter::chr2:70104660-70104860(-)_0_40_+|genomic|promoter::chr2:70104660-70104860(-)_0_40_+|peak_5787|promoter::chr2:70104660-70104860(-)|0|40	0	0	0	0	1	0	52	54	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	53	0	0	17	51	0	0	0	0	2	0	0
promoter::chr2:73069855-73073456(+)_1780_1820_+|genomic|promoter::chr2:73069855-73073456(+)_1780_1820_+|peak_5788|promoter::chr2:73069855-73073456(+)|1780|1820	22	5	8	2	0	0	6	6	13	5	21	10	0	14	0	10	6	11	6	12	2	5	6	5	0	5	0	0	4	5	7	8	47	22	33	11	9
promoter::chr2:85757455-85759655(+)_1940_1980_+|genomic|promoter::chr2:85757455-85759655(+)_1940_1980_+|peak_5789|promoter::chr2:85757455-85759655(+)|1940|1980	34	4	16	4	0	0	12	11	5	3	7	7	0	4	2	2	4	7	0	12	13	3	5	3	0	7	0	0	12	8	2	4	7	10	7	3	4
promoter::chr2:86250255-86254855(-)_3880_3920_+|genomic|promoter::chr2:86250255-86254855(-)_3880_3920_+|peak_5790|promoter::chr2:86250255-86254855(-)|3880|3920	0	6	36	2	2	14	8	11	4	4	4	10	6	1	3	9	2	8	0	3	5	4	6	1	25	13	0	2	0	13	7	3	4	3	7	5	4
promoter::chr2:86482455-86484855(+)_1660_1700_+|genomic|promoter::chr2:86482455-86484855(+)_1660_1700_+|peak_5791|promoter::chr2:86482455-86484855(+)|1660|1700	16	124	32	30	5	39	38	36	358	417	239	493	21	289	99	191	208	220	22	447	30	40	46	51	40	42	7	26	2	38	255	347	381	164	533	406	348
promoter::chr2:95679198-95680198(+)_540_580_+|genomic|promoter::chr2:95679198-95680198(+)_540_580_+|peak_5792|promoter::chr2:95679198-95680198(+)|540|580	13	0	23	1	24	53	34	26	4	0	6	4	21	0	1	1	1	1	2	3	3	3	5	0	92	31	18	26	22	32	3	0	0	7	6	3	0
promoter::chr2:95692198-95698198(+)_2560_2600_+|genomic|promoter::chr2:95692198-95698198(+)_2560_2600_+|peak_5793|promoter::chr2:95692198-95698198(+)|2560|2600	28	11	6	5	1	0	10	6	12	7	26	14	0	7	1	6	6	6	3	11	13	5	5	6	1	7	0	0	9	9	11	9	15	34	14	6	15
promoter::chr2:96671609-96672209(-)_340_380_+|genomic|promoter::chr2:96671609-96672209(-)_340_380_+|peak_5794|promoter::chr2:96671609-96672209(-)|340|380	5	15	19	5	0	0	20	25	76	23	81	53	0	9	7	33	31	41	8	30	5	12	2	8	0	25	0	0	9	23	46	44	48	103	46	65	27
promoter::chr2:98345873-98347873(+)_1460_1500_+|genomic|promoter::chr2:98345873-98347873(+)_1460_1500_+|peak_5795|promoter::chr2:98345873-98347873(+)|1460|1500	68	95	14	12	10	19	8	5	304	137	221	376	9	129	52	93	60	80	85	181	18	23	26	27	42	9	6	5	14	11	135	158	159	147	228	133	93
promoter::chr2:99568474-99571074(+)_1040_1080_+|genomic|promoter::chr2:99568474-99571074(+)_1040_1080_+|peak_5796|promoter::chr2:99568474-99571074(+)|1040|1080	1	3	8	2	0	1	14	17	8	4	8	2	1	10	0	7	13	5	0	13	4	4	1	0	1	18	1	0	2	15	3	5	8	3	23	13	3
promoter::chr3:121583973-121586973(+)_80_120_+|genomic|promoter::chr3:121583973-121586973(+)_80_120_+|peak_5797|promoter::chr3:121583973-121586973(+)|80|120	9	1	3	28	0	0	38	38	2	1	4	0	0	0	4	27	0	0	2	0	1	1	0	0	0	46	1	0	49	63	11	1	0	0	1	0	17
promoter::chr3:127071577-127074177(-)_2220_2260_+|genomic|promoter::chr3:127071577-127074177(-)_2220_2260_+|peak_5798|promoter::chr3:127071577-127074177(-)|2220|2260	0	65	14	26	0	8	21	21	96	64	66	146	3	27	7	18	19	31	0	54	22	22	27	30	12	22	0	5	0	26	40	56	34	47	53	42	24
promoter::chr3:128143577-128145777(+)_1960_2000_+|genomic|promoter::chr3:128143577-128145777(+)_1960_2000_+|peak_5799|promoter::chr3:128143577-128145777(+)|1960|2000	4	18	13	4	2	5	3	5	39	45	45	61	1	53	10	33	42	33	8	87	1	4	5	9	7	4	1	3	1	6	35	50	61	17	83	46	24
promoter::chr3:128491377-128493577(+)_960_1000_+|genomic|promoter::chr3:128491377-128493577(+)_960_1000_+|peak_5800|promoter::chr3:128491377-128493577(+)|960|1000	0	11	1	0	0	0	27	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	0	0	4	32	2	4	0	2	1	0	17
promoter::chr3:14147898-14152098(-)_3120_3140_+|genomic|promoter::chr3:14147898-14152098(-)_3120_3140_+|peak_5801|promoter::chr3:14147898-14152098(-)|3120|3140	0	3	15	1	0	2	19	24	4	2	7	1	2	3	0	2	5	2	0	4	2	2	2	2	4	18	0	3	1	19	3	2	10	3	10	3	2
promoter::chr3:145904033-145917033(+)_10360_10400_+|genomic|promoter::chr3:145904033-145917033(+)_10360_10400_+|peak_5802|promoter::chr3:145904033-145917033(+)|10360|10400	0	3	1	14	0	0	53	48	0	0	1	1	0	0	2	23	0	0	0	0	2	0	1	0	0	48	0	0	0	57	4	1	1	0	1	0	2
promoter::chr3:148924033-148936033(-)_9180_9220_+|genomic|promoter::chr3:148924033-148936033(-)_9180_9220_+|peak_5803|promoter::chr3:148924033-148936033(-)|9180|9220	0	0	2	7	0	0	21	28	0	0	1	1	0	0	0	26	1	0	0	0	2	1	0	1	0	22	0	0	0	31	8	1	0	0	0	1	3
promoter::chr3:149276433-149282633(+)_5240_5280_+|genomic|promoter::chr3:149276433-149282633(+)_5240_5280_+|peak_5804|promoter::chr3:149276433-149282633(+)|5240|5280	28	24	28	9	0	1	13	9	13	13	52	20	0	17	3	13	7	19	3	41	23	12	9	6	1	12	0	1	15	12	13	20	37	31	54	30	27
promoter::chr3:150899033-150900233(+)_700_740_+|genomic|promoter::chr3:150899033-150900233(+)_700_740_+|peak_5805|promoter::chr3:150899033-150900233(+)|700|740	0	2	0	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	18	16	4	0	0	0	0	0	1
promoter::chr3:154345423-154346423(-)_720_740_+|genomic|promoter::chr3:154345423-154346423(-)_720_740_+|peak_5806|promoter::chr3:154345423-154346423(-)|720|740	25	12	15	6	3	3	14	14	9	2	23	6	1	7	2	4	6	7	0	4	4	7	3	7	3	19	0	0	19	10	4	7	7	17	28	6	7
promoter::chr3:155332623-155335423(-)_1060_1100_+|genomic|promoter::chr3:155332623-155335423(-)_1060_1100_+|peak_5807|promoter::chr3:155332623-155335423(-)|1060|1100	4	16	5	4	1	6	6	10	26	36	19	41	1	34	18	26	42	24	4	58	5	6	6	2	5	10	1	4	3	8	26	31	45	21	70	49	24
promoter::chr3:166608624-166614624(-)_1200_1240_+|genomic|promoter::chr3:166608624-166614624(-)_1200_1240_+|peak_5808|promoter::chr3:166608624-166614624(-)|1200|1240	15	10	6	0	3	7	2	3	27	32	29	48	2	57	22	39	19	20	22	58	3	5	9	3	2	1	0	2	4	5	37	32	51	28	54	46	31
promoter::chr3:168554424-168557224(+)_540_580_+|genomic|promoter::chr3:168554424-168557224(+)_540_580_+|peak_5809|promoter::chr3:168554424-168557224(+)|540|580	0	9	37	8	0	2	26	25	5	2	3	8	1	2	0	4	3	9	0	5	11	1	1	2	0	24	0	2	0	26	8	2	7	5	3	4	7
promoter::chr3:171112823-171113823(+)_960_980_+|genomic|promoter::chr3:171112823-171113823(+)_960_980_+|peak_5810|promoter::chr3:171112823-171113823(+)|960|980	8	1	11	2	0	1	22	21	0	1	5	1	0	1	1	2	0	1	0	4	1	1	0	3	1	22	0	1	24	22	2	1	4	2	7	2	0
promoter::chr3:183118224-183122624(+)_1820_1860_+|genomic|promoter::chr3:183118224-183122624(+)_1820_1860_+|peak_5811|promoter::chr3:183118224-183122624(+)|1820|1860	2	34	39	38	0	4	36	30	16	54	27	20	2	44	7	74	20	36	2	42	46	28	17	38	2	33	0	0	3	32	26	57	73	40	186	16	33
promoter::chr3:186253823-186264623(+)_1260_1300_+|genomic|promoter::chr3:186253823-186264623(+)_1260_1300_+|peak_5812|promoter::chr3:186253823-186264623(+)|1260|1300	3	0	1	0	12	28	21	17	0	0	0	4	12	0	0	0	1	0	0	0	1	2	1	2	30	25	13	17	27	26	0	0	0	0	1	0	0
promoter::chr3:21774100-21776700(+)_1320_1360_+|genomic|promoter::chr3:21774100-21776700(+)_1320_1360_+|peak_5813|promoter::chr3:21774100-21776700(+)|1320|1360	29	53	10	4	8	4	9	11	82	67	89	183	5	53	34	37	31	35	26	76	13	12	23	18	10	12	6	1	9	14	50	61	39	44	61	58	31
promoter::chr3:32840700-32850700(+)_1180_1220_+|genomic|promoter::chr3:32840700-32850700(+)_1180_1220_+|peak_5814|promoter::chr3:32840700-32850700(+)|1180|1220	38	6	19	3	1	4	10	10	18	7	26	12	2	11	3	12	8	11	6	19	7	6	5	6	0	9	0	0	14	10	15	16	35	14	30	23	10
promoter::chr3:33116900-33117500(+)_440_480_+|genomic|promoter::chr3:33116900-33117500(+)_440_480_+|peak_5815|promoter::chr3:33116900-33117500(+)|440|480	0	2	31	6	0	1	23	29	2	0	6	3	1	4	0	1	1	4	0	4	0	0	2	1	3	23	0	0	0	23	2	2	9	6	3	2	5
promoter::chr3:3822516-3828116(+)_1040_1080_+|genomic|promoter::chr3:3822516-3828116(+)_1040_1080_+|peak_5816|promoter::chr3:3822516-3828116(+)|1040|1080	0	10	30	10	0	1	28	32	121	65	100	93	1	93	23	56	101	118	0	76	9	18	11	12	0	33	0	0	0	37	100	76	225	176	215	164	109
promoter::chr3:44019500-44026500(-)_4280_4320_+|genomic|promoter::chr3:44019500-44026500(-)_4280_4320_+|peak_5817|promoter::chr3:44019500-44026500(-)|4280|4320	42	24	9	6	2	2	10	4	63	27	52	93	1	31	13	23	26	13	38	53	6	6	17	10	4	5	10	2	12	7	22	21	49	32	42	37	23
promoter::chr3:44046100-44047900(-)_460_500_+|genomic|promoter::chr3:44046100-44047900(-)_460_500_+|peak_5818|promoter::chr3:44046100-44047900(-)|460|500	78	1	8	0	0	0	2	2	1	0	1	0	0	0	0	1	0	0	18	0	0	2	0	1	0	2	0	0	38	1	1	0	0	1	3	1	2
promoter::chr3:50219160-50220160(+)_760_800_+|genomic|promoter::chr3:50219160-50220160(+)_760_800_+|peak_5819|promoter::chr3:50219160-50220160(+)|760|800	27	20	8	11	1	11	2	1	69	64	68	124	0	52	13	45	46	36	30	61	5	10	12	11	7	2	0	0	4	4	38	54	57	40	64	64	46
promoter::chr3:5146715-5150515(-)_3320_3360_+|genomic|promoter::chr3:5146715-5150515(-)_3320_3360_+|peak_5820|promoter::chr3:5146715-5150515(-)|3320|3360	58	33	25	6	0	0	15	17	37	9	44	35	0	21	8	12	7	12	5	18	5	13	17	17	0	26	0	0	23	17	17	16	41	52	27	15	18
promoter::chr3:5210915-5217515(-)_5700_5720_+|genomic|promoter::chr3:5210915-5217515(-)_5700_5720_+|peak_5821|promoter::chr3:5210915-5217515(-)|5700|5720	0	2	1	1	0	0	30	27	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	28	0	0	7	29	31	0	2	1	0	0	15
promoter::chr3:62897645-62901245(+)_3040_3060_+|genomic|promoter::chr3:62897645-62901245(+)_3040_3060_+|peak_5822|promoter::chr3:62897645-62901245(+)|3040|3060	56	2	7	1	1	1	0	0	0	0	6	0	6	0	0	4	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	2	1	0	0	1
promoter::chr3:88105870-88107470(-)_220_260_+|genomic|promoter::chr3:88105870-88107470(-)_220_260_+|peak_5823|promoter::chr3:88105870-88107470(-)|220|260	0	9	0	0	0	0	27	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	34	1	6	0	0	0	0	46
promoter::chr4:102122797-102127397(-)_3660_3700_+|genomic|promoter::chr4:102122797-102127397(-)_3660_3700_+|peak_5824|promoter::chr4:102122797-102127397(-)|3660|3700	5	1	7	3	2	1	18	18	2	1	2	0	0	0	0	1	0	1	0	2	3	2	3	1	2	16	7	1	18	18	0	2	1	1	3	0	0
promoter::chr4:102976145-102976945(+)_520_560_+|genomic|promoter::chr4:102976145-102976945(+)_520_560_+|peak_5825|promoter::chr4:102976145-102976945(+)|520|560	18	1	9	0	6	5	19	20	1	1	2	1	0	0	3	1	1	4	1	4	2	1	4	1	1	18	1	3	24	20	1	1	1	2	0	3	0
promoter::chr4:109507946-109511946(+)_1220_1260_+|genomic|promoter::chr4:109507946-109511946(+)_1220_1260_+|peak_5826|promoter::chr4:109507946-109511946(+)|1220|1260	29	5	115	20	2	15	69	74	12	7	17	14	7	3	1	5	7	3	0	14	8	9	8	10	15	79	3	9	13	76	7	16	7	7	28	9	10
promoter::chr4:127412545-127415145(-)_1640_1660_+|genomic|promoter::chr4:127412545-127415145(-)_1640_1660_+|peak_5827|promoter::chr4:127412545-127415145(-)|1640|1660	33	3	34	4	2	1	13	17	9	5	6	5	1	1	0	3	2	2	3	1	5	5	2	2	0	15	2	1	25	15	3	3	1	9	9	3	6
promoter::chr4:128925145-128926545(+)_980_1020_+|genomic|promoter::chr4:128925145-128926545(+)_980_1020_+|peak_5828|promoter::chr4:128925145-128926545(+)|980|1020	0	19	2	54	0	0	94	85	12	0	6	1	1	0	4	78	0	0	0	0	0	0	2	2	0	96	0	0	0	135	44	4	0	4	2	0	27
promoter::chr4:144425548-144430548(+)_3320_3340_+|genomic|promoter::chr4:144425548-144430548(+)_3320_3340_+|peak_5829|promoter::chr4:144425548-144430548(+)|3320|3340	14	1	16	1	2	3	19	18	0	1	1	0	0	1	1	3	2	1	1	1	1	0	2	0	3	21	0	0	22	22	3	1	1	1	5	0	1
promoter::chr4:152312348-152320948(-)_5000_5040_+|genomic|promoter::chr4:152312348-152320948(-)_5000_5040_+|peak_5830|promoter::chr4:152312348-152320948(-)|5000|5040	0	5	19	2	0	4	15	17	1	1	2	0	2	0	0	1	0	3	0	4	4	2	1	2	16	19	0	2	0	13	1	1	1	0	1	2	2
promoter::chr4:15479780-15482380(+)_80_120_+|genomic|promoter::chr4:15479780-15482380(+)_80_120_+|peak_5831|promoter::chr4:15479780-15482380(+)|80|120	34	30	63	15	3	5	46	50	26	29	51	39	0	37	52	24	10	10	9	53	11	18	35	17	5	55	1	9	66	52	33	38	77	77	105	55	56
promoter::chr4:165158548-165161948(+)_2100_2140_+|genomic|promoter::chr4:165158548-165161948(+)_2100_2140_+|peak_5832|promoter::chr4:165158548-165161948(+)|2100|2140	40	6	13	1	0	0	5	9	10	5	13	3	1	9	4	8	4	6	5	7	9	4	4	4	0	9	0	0	9	9	5	7	15	3	18	15	6
promoter::chr4:180928859-180929859(+)_100_140_+|genomic|promoter::chr4:180928859-180929859(+)_100_140_+|peak_5833|promoter::chr4:180928859-180929859(+)|100|140	25	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	14	0	0	0	0	0	0	0	0
promoter::chr4:183667859-183672259(+)_100_140_+|genomic|promoter::chr4:183667859-183672259(+)_100_140_+|peak_5834|promoter::chr4:183667859-183672259(+)|100|140	0	18	60	8	0	1	30	28	39	20	46	23	4	36	10	30	23	31	0	38	12	14	10	14	1	40	0	0	3	31	35	36	87	65	65	43	56
promoter::chr4:184978258-184979858(-)_120_160_+|genomic|promoter::chr4:184978258-184979858(-)_120_160_+|peak_5835|promoter::chr4:184978258-184979858(-)|120|160	5	67	22	21	1	41	14	13	163	255	106	216	7	185	42	225	150	182	20	252	23	35	34	39	45	14	3	6	0	17	146	208	252	100	385	212	172
promoter::chr4:188501258-188501858(-)_120_160_+|genomic|promoter::chr4:188501258-188501858(-)_120_160_+|peak_5836|promoter::chr4:188501258-188501858(-)|120|160	0	24	15	5	0	31	12	15	73	47	44	85	6	25	5	35	32	40	0	71	8	7	13	22	27	12	0	2	0	13	41	46	37	33	70	48	29
promoter::chr4:2267277-2273277(+)_1620_1640_+|genomic|promoter::chr4:2267277-2273277(+)_1620_1640_+|peak_5837|promoter::chr4:2267277-2273277(+)|1620|1640	195	33	56	13	3	1	39	41	67	50	65	37	1	54	20	48	54	72	65	66	33	23	21	26	0	53	0	2	99	40	50	52	167	95	121	90	54
promoter::chr4:5835871-5842871(-)_1260_1300_+|genomic|promoter::chr4:5835871-5842871(-)_1260_1300_+|peak_5838|promoter::chr4:5835871-5842871(-)|1260|1300	9	9	6	2	0	5	6	9	56	25	32	68	0	49	11	24	23	18	12	41	3	3	3	5	4	9	4	2	1	7	26	39	35	19	83	39	28
promoter::chr4:73001355-73004955(+)_2640_2680_+|genomic|promoter::chr4:73001355-73004955(+)_2640_2680_+|peak_5839|promoter::chr4:73001355-73004955(+)|2640|2680	34	21	4	5	5	13	14	9	81	57	71	155	1	34	11	51	43	38	37	64	7	16	9	4	11	11	6	3	10	10	35	55	54	38	82	27	17
promoter::chr4:75503142-75508542(+)_1660_1700_+|genomic|promoter::chr4:75503142-75508542(+)_1660_1700_+|peak_5840|promoter::chr4:75503142-75508542(+)|1660|1700	34	10	4	1	0	1	10	11	17	11	19	14	0	4	0	6	7	12	5	10	4	7	3	5	0	11	0	0	14	13	19	15	18	16	19	17	8
promoter::chr4:79792598-79792998(+)_0_40_+|genomic|promoter::chr4:79792598-79792998(+)_0_40_+|peak_5841|promoter::chr4:79792598-79792998(+)|0|40	26	0	7	0	1	1	11	11	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	9	3	0	36	11	0	0	0	0	0	0	0
promoter::chr4:83234999-83239199(+)_2860_2900_+|genomic|promoter::chr4:83234999-83239199(+)_2860_2900_+|peak_5842|promoter::chr4:83234999-83239199(+)|2860|2900	55	10	5	5	9	4	10	8	27	27	20	47	0	19	3	12	26	16	47	42	3	5	4	1	2	10	2	0	21	12	11	17	17	6	33	25	11
promoter::chr4:98620403-98620803(-)_140_180_+|genomic|promoter::chr4:98620403-98620803(-)_140_180_+|peak_5843|promoter::chr4:98620403-98620803(-)|140|180	4	3	0	0	0	0	21	19	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	17	0	0	29	19	5	1	1	4	0	1	7
promoter::chr5:108351301-108355701(-)_660_700_+|genomic|promoter::chr5:108351301-108355701(-)_660_700_+|peak_5844|promoter::chr5:108351301-108355701(-)|660|700	5	1	0	14	0	0	24	24	0	2	0	0	0	0	0	19	0	1	1	1	0	1	0	0	0	31	0	0	25	33	15	1	0	0	0	0	3
promoter::chr5:114331705-114336905(+)_820_860_+|genomic|promoter::chr5:114331705-114336905(+)_820_860_+|peak_5845|promoter::chr5:114331705-114336905(+)|820|860	13	1	22	3	0	4	22	26	8	6	5	7	1	4	3	4	3	0	3	5	5	2	2	2	1	27	0	1	24	24	3	5	8	12	17	5	7
promoter::chr5:115572905-115575305(-)_320_360_+|genomic|promoter::chr5:115572905-115575305(-)_320_360_+|peak_5846|promoter::chr5:115572905-115575305(-)|320|360	0	3	0	0	0	0	24	18	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	24	0	0	0	19	15	1	0	0	1	0	4
promoter::chr5:115593505-115599105(-)_2800_2840_+|genomic|promoter::chr5:115593505-115599105(-)_2800_2840_+|peak_5847|promoter::chr5:115593505-115599105(-)|2800|2840	13	0	5	0	84	61	15	14	1	0	1	1	20	0	0	2	0	0	3	0	0	0	2	1	55	16	51	30	18	14	0	0	0	0	2	0	2
promoter::chr5:117505307-117505707(-)_360_400_+|genomic|promoter::chr5:117505307-117505707(-)_360_400_+|peak_5848|promoter::chr5:117505307-117505707(-)|360|400	56	12	15	6	0	2	9	8	23	8	15	10	0	9	1	14	10	14	25	16	2	9	7	9	1	9	0	1	40	11	9	15	20	19	24	9	9
promoter::chr5:131600909-131601509(+)_480_520_+|genomic|promoter::chr5:131600909-131601509(+)_480_520_+|peak_5849|promoter::chr5:131600909-131601509(+)|480|520	0	5	19	1	0	1	22	22	5	4	10	5	1	2	3	3	2	2	0	1	2	5	0	2	0	18	0	1	0	15	4	8	3	9	6	2	1
promoter::chr5:135434112-135434912(-)_300_340_+|genomic|promoter::chr5:135434112-135434912(-)_300_340_+|peak_5850|promoter::chr5:135434112-135434912(-)|300|340	12	7	17	16	0	6	21	18	6	1	3	5	3	1	0	1	1	0	1	1	11	11	10	3	1	19	4	5	12	23	1	2	5	1	12	1	0
promoter::chr5:138416713-138418513(+)_1280_1320_+|genomic|promoter::chr5:138416713-138418513(+)_1280_1320_+|peak_5851|promoter::chr5:138416713-138418513(+)|1280|1320	17	5	18	13	0	2	8	8	4	3	4	12	0	1	0	8	4	8	4	6	14	3	2	2	1	8	1	0	3	6	4	3	1	4	10	1	6
promoter::chr5:138435313-138441113(-)_900_940_+|genomic|promoter::chr5:138435313-138441113(-)_900_940_+|peak_5852|promoter::chr5:138435313-138441113(-)|900|940	35	1	21	3	0	0	29	30	2	1	1	0	1	2	0	1	0	0	0	2	0	1	1	1	0	31	1	0	28	39	1	1	4	2	3	2	3
promoter::chr5:140710047-140712847(+)_1220_1340_+|genomic|promoter::chr5:140710047-140712847(+)_1220_1340_+|peak_5853|promoter::chr5:140710047-140712847(+)|1220|1340	24	21	80	16	16	117	22	19	131	6	9	8	9	9	4	553	90	8	3	6	6	26	33	23	14	18	12	5	19	18	4	5	12	7	36	8	1
promoter::chr5:150690252-150693052(+)_1600_1640_+|genomic|promoter::chr5:150690252-150693052(+)_1600_1640_+|peak_5854|promoter::chr5:150690252-150693052(+)|1600|1640	32	10	43	12	11	66	36	35	12	0	7	18	10	5	3	10	2	10	1	3	9	7	4	6	2	43	0	1	26	38	3	3	4	6	6	1	6
promoter::chr5:151426053-151427053(+)_540_580_+|genomic|promoter::chr5:151426053-151427053(+)_540_580_+|peak_5855|promoter::chr5:151426053-151427053(+)|540|580	2	6	3	2	0	1	0	0	15	31	9	35	0	11	18	16	22	15	19	45	3	5	3	3	1	0	0	0	1	1	27	25	21	18	23	32	27
promoter::chr5:159101836-159102436(-)_340_380_+|genomic|promoter::chr5:159101836-159102436(-)_340_380_+|peak_5856|promoter::chr5:159101836-159102436(-)|340|380	1	6	19	2	0	0	11	10	24	9	26	18	0	10	5	7	3	13	1	4	3	9	2	2	0	12	0	0	0	13	13	16	55	26	31	13	10
promoter::chr5:171391186-171392186(+)_60_80_+|genomic|promoter::chr5:171391186-171392186(+)_60_80_+|peak_5857|promoter::chr5:171391186-171392186(+)|60|80	0	5	33	2	1	17	18	17	6	7	4	3	27	0	8	5	7	3	0	13	3	3	6	0	18	14	0	26	0	23	1	11	6	11	6	6	2
promoter::chr5:171690386-171692186(-)_1380_1420_+|genomic|promoter::chr5:171690386-171692186(-)_1380_1420_+|peak_5858|promoter::chr5:171690386-171692186(-)|1380|1420	22	49	21	15	8	42	22	27	263	212	278	443	9	134	32	177	254	146	30	308	21	31	14	30	66	20	3	13	13	26	170	228	168	146	341	178	136
promoter::chr5:172070986-172075786(-)_2860_2900_+|genomic|promoter::chr5:172070986-172075786(-)_2860_2900_+|peak_5859|promoter::chr5:172070986-172075786(-)|2860|2900	11	30	5	11	2	8	6	6	36	67	36	63	2	48	11	44	49	79	7	106	10	10	8	6	11	5	0	0	1	4	55	99	64	22	124	69	62
promoter::chr5:172707787-172711187(+)_160_200_+|genomic|promoter::chr5:172707787-172711187(+)_160_200_+|peak_5860|promoter::chr5:172707787-172711187(+)|160|200	132	3	35	5	6	3	24	26	4	1	2	4	2	1	0	3	0	2	8	3	3	1	3	1	3	27	8	2	160	25	4	1	3	3	4	3	1
promoter::chr5:173309585-173314985(-)_3460_3500_+|genomic|promoter::chr5:173309585-173314985(-)_3460_3500_+|peak_5861|promoter::chr5:173309585-173314985(-)|3460|3500	10	0	15	0	0	2	15	14	1	0	1	3	1	0	0	1	1	0	0	2	2	0	0	2	6	19	0	1	22	20	3	0	1	0	6	1	0
promoter::chr5:177369387-177373387(-)_2920_2960_+|genomic|promoter::chr5:177369387-177373387(-)_2920_2960_+|peak_5862|promoter::chr5:177369387-177373387(-)|2920|2960	8	16	24	3	0	1	20	16	25	13	35	15	0	28	15	9	16	24	1	29	20	13	7	13	2	25	0	2	5	16	16	14	45	31	50	31	26
promoter::chr5:181181788-181183188(+)_1340_1360_+|genomic|promoter::chr5:181181788-181183188(+)_1340_1360_+|peak_5863|promoter::chr5:181181788-181183188(+)|1340|1360	0	3	52	2	0	0	57	52	2	2	1	0	1	1	1	2	1	0	0	0	1	2	0	0	2	57	0	0	3	58	3	2	1	2	3	2	2
promoter::chr5:217485-221885(-)_2700_2720_+|genomic|promoter::chr5:217485-221885(-)_2700_2720_+|peak_5864|promoter::chr5:217485-221885(-)|2700|2720	9	3	13	5	1	2	18	20	3	4	6	4	0	2	3	2	0	4	0	2	5	0	4	1	7	19	1	3	15	19	5	2	2	6	6	5	4
promoter::chr5:31237579-31238979(+)_600_640_+|genomic|promoter::chr5:31237579-31238979(+)_600_640_+|peak_5865|promoter::chr5:31237579-31238979(+)|600|640	27	0	6	1	3	1	15	12	2	1	0	0	2	3	0	2	0	1	0	1	2	1	0	1	2	13	0	2	35	13	1	1	1	1	37	2	2
